university,year,coord,country,latitude,longitude
Wolaita Sodo University,2007,Point(37.751 6.831),Ethiopia,6.831,37.751
National University of the Chaco Austral,2007,Point(-60.44638889 -26.80111111),Argentina,-26.80111111,-60.44638889
Jashore University of Science and Technology,2007,Point(89.1256 23.2333),Bangladesh,23.2333,89.1256
Delta University for Science and Technology,2007,Point(31.494 31.442),Egypt,31.442,31.494
Université Ouaga II,2007,Point(-1.3464 12.4699),Burkina Faso,12.4699,-1.3464
Sultan Moulay Slimane University,2007,Point(-6.36939 32.3358),Morocco,32.3358,-6.36939
The Presbyterian University of East Africa,2007,Point(36.669327294 -1.271676469),Kenya,-1.271676469,36.669327294
Federal Polytechnic Bali,2007,Point(10.97756 7.88393),Nigeria,7.88393,10.97756
Fox College of Business,2007,Point(-79.656666666 43.566666666),Canada,43.566666666,-79.656666666
Morinomiya University of Medical Sciences,2007,Point(135.41361111 34.64138889),Japan,34.64138889,135.41361111
Busitema University,2007,Point(34.025 0.545),Uganda,0.545,34.025
Afghanistan Technical Vocational Institute,2007,Point(69.139431194 34.514386305),Afghanistan,34.514386305,69.139431194
Ma Chung University,2007,Point(112.589528 -7.957389),Indonesia,-7.957389,112.589528
"AgroParisTech, Paris-Saclay University",2007,Point(2.347657 48.839773),France,48.839773,2.347657
Chuka University,2007,Point(37.65725 -0.319166666),Kenya,-0.319166666,37.65725
Universidad Aeronáutica en Querétaro,2007,Point(-100.187495577 20.626159715),Mexico,20.626159715,-100.187495577
Singhania University,2007,Point(75.954011111 28.132302777),India,28.132302777,75.954011111
Hanseatic University Rostock,2007,Point(12.079 54.1709),Germany,54.1709,12.079
Bilecik Şeyh Edebali University,2007,Point(29.9691 40.1893),Turkey,40.1893,29.9691
SMU School of Social Sciences,2007,Point(103.84888889 1.29805556),Singapore,1.29805556,103.84888889
North Sulawesi University of Technology,2007,Point(124.8310911 1.4766125),Indonesia,1.4766125,124.8310911
Wollo University,2007,Point(39.616959 11.184067),Ethiopia,11.184067,39.616959
Muhimbili University of Health and Allied Sciences,2007,Point(39.27333333 -6.80777778),Tanzania,-6.80777778,39.27333333
"Technological University, Myitkyina",2007,Point(97.3077 25.3889),Myanmar,25.3889,97.3077
Modul University Vienna,2007,Point(16.3366 48.2744),Austria,48.2744,16.3366
Technical University of Kenya,2007,Point(36.824444444 -1.291944444),Kenya,-1.291944444,36.824444444
Ardhi University,2007,Point(39.21416667 -6.76472222),Tanzania,-6.76472222,39.21416667
Nevşehir Hacı Bektaş Veli University,2007,Point(34.7422 38.6752),Turkey,38.6752,34.7422
BBW University of Applied Sciences,2007,Point(13.314988 52.511749),Germany,52.511749,13.314988
Debre Berhan University,2007,Point(39.521388888 9.657222222),Ethiopia,9.657222222,39.521388888
Independence Junior College,2007,Point(-88.426579 16.537273),Belize,16.537273,-88.426579
Theological College Wuppertal/Bethel,2007,Point(7.17028 51.2653),Germany,51.2653,7.17028
"Dr. B. R. Ambedkar University, Delhi",2007,Point(77.2325 28.66416667),India,28.66416667,77.2325
Sumandeep Vidyapeeth,2007,Point(73.3199696 22.2907962),India,22.2907962,73.3199696
Sinop University,2007,Point(35.090395283 42.008023058),Turkey,42.008023058,35.090395283
Artvin Çoruh University,2007,Point(41.8336519 41.185249),Turkey,41.185249,41.8336519
Emerging Pathogens Institute,2007,Point(-82.352038 29.637187),United States,29.637187,-82.352038
Higher Institute of Technology of Ivory Coast,2007,Point(-4.02188 5.32642),Ivory Coast,5.32642,-4.02188
GARKOTALPUR RABINDRA NIKETAL HIGH SCHOOL,2007,Point(87.1508426 23.1845542),India,23.1845542,87.1508426
Université Alioune Diop de Bambey,2007,Point(-16.4783497 14.6959099),Senegal,14.6959099,-16.4783497
Teofilo Kisanji University,2007,Point(33.4583 -8.91083),Tanzania,-8.91083,33.4583
Université Privée de Sousse,2007,Point(10.610487026 35.808090503),Tunisia,35.808090503,10.610487026
"University for Foreigners ""Dante Alighieri"" of Reggio Calabria",2007,Point(15.6459 38.1083),Italy,38.1083,15.6459
Osmaniye Korkut Ata University,2007,Point(36.220798 37.0409818),Turkey,37.0409818,36.220798
Pwani University,2007,Point(39.844392 -3.6207144),Kenya,-3.6207144,39.844392
Setanta College,2007,Point(-7.82428 52.68725),,52.68725,-7.82428
University of Fredericton,2007,Point(-66.6431 45.963),Canada,45.963,-66.6431
"Salem University, Lokoja",2007,Point(6.72817 7.69433),Nigeria,7.69433,6.72817
Indian Institute of Space Science and Technology,2007,Point(77.034005555 8.625363888),India,8.625363888,77.034005555
SSR College of Education,2007,Point(73.032 20.25),India,20.25,73.032
Kobe Shukugawa Gakuin University,2007,Point(135.20444444 34.66555556),Japan,34.66555556,135.20444444
Integrated Polytechnic Regional College Tumba,2007,Point(29.9204059 -1.6950371),Rwanda,-1.6950371,29.9204059
Tribeca Flashpoint Media Arts Academy,2007,Point(-87.631389 41.882778),United States,41.882778,-87.631389
Urmia University of Technology,2007,Point(44.979452 37.652163),Iran,37.652163,44.979452
Toulouse Tech,2007,Point(1.451261388 43.595058333),France,43.595058333,1.451261388
Seeburg Castle University,2007,Point(13.136175 47.9030478),Austria,47.9030478,13.136175
SSR College of Pharmacy,2007,Point(73.032 20.25),India,20.25,73.032
Muteesa I Royal University,2007,Point(31.7425 -0.3225),Uganda,-0.3225,31.7425
"University of Horticultural Sciences, Bagalkot",2008,Point(75.617211111 16.16345),India,16.16345,75.617211111
Gautam Buddha University,2008,Point(77.52344722 28.41858889),India,28.41858889,77.52344722
Vietnamese-German University,2008,Point(106.614444444 11.107222222),Vietnam,11.107222222,106.614444444
University of Medicine and Health Sciences,2008,Point(-62.7521 17.2945),Saint Kitts and Nevis,17.2945,-62.7521
Melikşah University,2008,Point(35.553761111 38.713011111),Turkey,38.713011111,35.553761111
Dubrovnik International University,2008,Point(18.11115 42.641635),Croatia,42.641635,18.11115
Thakur Ram Multiple Campus,2008,Point(84.867922 27.01298097),,27.01298097,84.867922
Jiangxi University of Water Resources and Electric Power,2008,Point(115.881649574 28.701652956),People's Republic of China,28.701652956,115.881649574
Tishk International University,2008,Point(43.96138889 36.17055556),Iraq,36.17055556,43.96138889
Istanbul Gelisim University,2008,Point(28.698805 40.9981931),Turkey,40.9981931,28.698805
Cavendish University Uganda,2008,Point(32.593334 0.301112),Uganda,0.301112,32.593334
Emory Center for Alternative Investments,2008,Point(-84.3214 33.7901),United States,33.7901,-84.3214
SSR Institute of Management and Research,2008,Point(73.032 20.25),India,20.25,73.032
Golpayegan University of Engineering,2008,Point(50.274125 33.481556),Iran,33.481556,50.274125
Universidade de Santiago,2008,Point(-23.67 15.09),Cape Verde,15.09,-23.67
Altınbaş University,2008,Point(28.82027778 41.05694444),Turkey,41.05694444,28.82027778
Indian Institute of Technology Hyderabad,2008,Point(78.12525 17.596194444),India,17.596194444,78.12525
Jodhpur National University,2008,Point(72.913 26.177),India,26.177,72.913
Indian Institute of Technology Jodhpur,2008,Point(73.033 26.271),India,26.271,73.033
Van Xuan University of Technology,2008,Point(105.717 18.7894),Vietnam,18.7894,105.717
VIA University College,2008,Point(9.88623 55.871692),Denmark,55.871692,9.88623
MCL Mapúa Institute of Technology at Laguna,2008,Point(121.11224 14.24412),Philippines,14.24412,121.11224
Hazi A.K. Khan College,2008,Point(88.4149531 24.0435343),India,24.0435343,88.4149531
Mount Kenya University,2008,Point(37.080903 -1.045162),Kenya,-1.045162,37.080903
Mymensingh Engineering College.,2008,Point(90.3442 24.7814),Bangladesh,24.7814,90.3442
Zambia Catholic University,2008,Point(28.0856 -12.8383),Zambia,-12.8383,28.0856
Machakos Institute of Technology,2008,Point(37.262446 -1.530666),Kenya,-1.530666,37.262446
Indian Institute of Technology Bhubaneswar,2008,Point(85.82401389 20.30303983),India,20.30303983,85.82401389
Debre Tabor University,2008,Point(38.042805555 11.853722222),Ethiopia,11.853722222,38.042805555
"School of Planning and Architecture, Bhopal",2008,Point(77.26925 23.299738888),India,23.299738888,77.26925
Dr. Shakuntala Misra Rehabilitation University,2008,Point(80.837241666 26.832927777),India,26.832927777,80.837241666
Army College of Medical Sciences,2008,Point(77.17828 28.59437),India,28.59437,77.17828
University of Nagasaki,2008,Point(129.667 33.1859),Japan,33.1859,129.667
Indian Institute of Technology Ropar,2008,Point(76.5395 30.9755),India,30.9755,76.5395
American University of Tirana,2008,Point(19.86264722 41.27999167),Albania,41.27999167,19.86264722
Mulungushi University,2008,Point(28.4456 -14.4485),Zambia,-14.4485,28.4456
"University of Science and Technology, Meghalaya",2008,Point(91.846569444 26.101741666),India,26.101741666,91.846569444
Hasan Kalyoncu University,2008,Point(37.4361374 37.0073086),Turkey,37.0073086,37.4361374
Catholic University of South Sudan,2008,Point(27.995 7.6757),South Sudan,7.6757,27.995
Herguan University,2008,Point(-121.99691 37.38648),United States,37.38648,-121.99691
Universidad de las Artes,2008,Point(-102.2807166 21.8891624),Mexico,21.8891624,-102.2807166
University of Applied Science and Technology of Kazerun,2008,Point(51.65925 29.616194444),Iran,29.616194444,51.65925
Wrexham University,2008,Point(-3.006 53.054),United Kingdom,53.054,-3.006
École Supérieure Polytechnique Privée de Sousse,2008,Point(10.589023884 35.826462316),Tunisia,35.826462316,10.589023884
Indian Institute of Technology Patna,2008,Point(84.851283216 25.535812749),India,25.535812749,84.851283216
Indian Institute of Technology Gandhinagar,2008,Point(72.689038888 23.209641666),India,23.209641666,72.689038888
Université de Maroua,2008,Point(14.19 10.35),Cameroon,10.35,14.19
University of Fajar,2008,Point(119.45 -5.149277777),Indonesia,-5.149277777,119.45
Northwestern University in Qatar,2008,Point(51.445628 25.318341),Qatar,25.318341,51.445628
Universidad Isabel I,2008,Point(-3.70833333 42.34055556),Spain,42.34055556,-3.70833333
Valencian International University,2008,Point(-0.372 39.471527777),Spain,39.471527777,-0.372
Université Libanaise Internationale en Mauritanie,2008,Point(-15.96694444 18.09166667),Mauritania,18.09166667,-15.96694444
Politeknik Kampar,2008,Point(101.047023 0.335997),Indonesia,0.335997,101.047023
University of Applied Sciences for Media Communication and Business,2008,Point(13.384787 52.538862),Germany,52.538862,13.384787
Geetanjali Medical College,2008,Point(73.733006 24.554452),India,24.554452,73.733006
"Jawaharlal Nehru Technological University, Kakinada",2008,Point(82.24067 16.978672),India,16.978672,82.24067
Taraba State University,2008,Point(11.31686 8.90021),Nigeria,8.90021,11.31686
Samara University,2008,Point(40.999 11.798),Ethiopia,11.798,40.999
Satavahana University,2008,Point(79.096405555 18.455116666),India,18.455116666,79.096405555
Bhagwant University,2008,Point(74.6585627 26.5373916),India,26.5373916,74.6585627
Universitas Antakusuma,2008,Point(111.649944444 -2.709527777),Indonesia,-2.709527777,111.649944444
Institute of International Relations,2008,Point(58.391218 37.929681),Turkmenistan,37.929681,58.391218
Meru University of Science and Technology,2008,Point(37.708416666 0.134916666),Kenya,0.134916666,37.708416666
Hwashin Cyber University,2008,Point(129.103194444 35.18575),South Korea,35.18575,129.103194444
University of Science and Technology of Ati,2008,Point(18.3589 13.2307),Chad,13.2307,18.3589
Shubun University,2008,Point(136.782 35.301),Japan,35.301,136.782
Eternal University,2008,Point(77.298997 30.755959),India,30.755959,77.298997
Tamil Nadu Teachers Education University,2008,Point(80.236569444 12.915411111),India,12.915411111,80.236569444
Sikkim Professional University,2008,Point(88.595069444 27.310972222),India,27.310972222,88.595069444
"ICFAI University, Jharkhand",2008,Point(85.236011111 23.373913888),India,23.373913888,85.236011111
Chanakya National Law University,2008,Point(85.133444444 25.594305555),India,25.594305555,85.133444444
University of Chubut,2008,Point(-65.0981803 -43.2992448),Argentina,-43.2992448,-65.0981803
Sarguja University,2008,Point(83.188583333 23.114569444),India,23.114569444,83.188583333
Shaheed Mahendra Karma Vishwavidyalaya,2008,Point(81.98655 19.099216666),India,19.099216666,81.98655
West Jutland University College,2008,Point(8.485 55.483),Denmark,55.483,8.485
Olusegun Agagu University of Science and Technology,2008,Point(4.7795 6.5025),Nigeria,6.5025,4.7795
Academic Lyceum of Westminster International University in Tashkent,2008,Point(69.2825 41.306111111),Uzbekistan,41.306111111,69.2825
Trinity School of Medicine,2008,Point(-61.186608 13.132917),Saint Vincent and the Grenadines,13.132917,-61.186608
Aeronautical College of Bangladesh,2008,Point(90.387425 23.874898),Bangladesh,23.874898,90.387425
Nur Mohammad Smriti Mahavidyalaya,2008,Point(87.9329385 24.668394),India,24.668394,87.9329385
Universitas Al Washliyah,2008,Point(98.704694444 3.545944444),Indonesia,3.545944444,98.704694444
Bale Bandung University,2008,Point(107.621638888 -7.00175),Indonesia,-7.00175,107.621638888
Krishna University,2008,Point(81.100202777 16.137447222),India,16.137447222,81.100202777
Muara Bungo University,2008,Point(102.118598 -1.499897),Indonesia,-1.499897,102.118598
Premier Flight Academy,2008,Point(-81.69 41.5113889),United States,41.5113889,-81.69
Palamuru University,2008,Point(77.981716666 16.720738888),India,16.720738888,77.981716666
ACCEM,2008,Point(47.534563 -18.910761),Madagascar,-18.910761,47.534563
LRG University of Applied Sciences,2008,Point(6.889 46.4417),Switzerland,46.4417,6.889
Tri-Valley University,2008,Point(-121.86372 37.67199),United States,37.67199,-121.86372
Serang Raya University,2008,Point(106.132390767 -6.088165074),Indonesia,-6.088165074,106.132390767
Swami Vivekananda Subharti University,2008,Point(77.63745 28.960308333),India,28.960308333,77.63745
Ketapang State Polytechnic,2008,Point(109.988502253 -1.815872389),Indonesia,-1.815872389,109.988502253
Karpagam Academy of Higher Education,2008,Point(76.987230555 10.917691666),India,10.917691666,76.987230555
Teerthanker Mahaveer University,2008,Point(78.6581 28.8247),India,28.8247,78.6581
Saku University,2008,Point(138.46311111 36.26597222),Japan,36.26597222,138.46311111
Quality University,2008,Point(98.6303495 3.5406756),Indonesia,3.5406756,98.6303495
SBI Graduate School,2008,Point(139.766886111 35.678055555),Japan,35.678055555,139.766886111
"National Institute of Pharmaceutical Education and Research, Raebareli",2008,Point(80.903801 26.724168),India,26.724168,80.903801
National Forensic Sciences University,2008,Point(72.662011111 23.210472222),India,23.210472222,72.662011111
"College Of Education, Akamkpa",2008,Point(8.357615178 5.254992018),Nigeria,5.254992018,8.357615178
Seminary of Mar Abba the Great,2008,Point(-116.935555555 32.7725),United States,32.7725,-116.935555555
"National Institute of Pharmaceutical Education and Research, Guwahati",2008,Point(91.695651542 26.240955578),India,26.240955578,91.695651542
Hakkari University,2008,Point(43.723083333 37.560972222),Turkey,37.560972222,43.723083333
Gümüşhane University,2008,Point(39.517 40.438027777),Turkey,40.438027777,39.517
Jungwon University,2008,Point(127.79925 36.819555555),South Korea,36.819555555,127.79925
Université Dan Dicko Dankoulodo de Maradi,2008,Point(7.1289 13.49261),Niger,13.49261,7.1289
University College of Northern Denmark,2008,Point(10.0000427 57.458408),Denmark,57.458408,10.0000427
Rayalaseema University,2008,Point(78.060536111 15.772583333),India,15.772583333,78.060536111
Iğdır University,2008,Point(44.076888888 39.815027777),Turkey,39.815027777,44.076888888
